Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type,IsLive,IsMappedLive
80,Sports and sporting venues,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,881,Sports equipment hire,Live,Service,1,1
80,Sports and sporting venues,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,451,Sports facilities,Live,Service,1,1
80,Sports and sporting venues,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1674,Swimming pools and water based activities,Live,Service,1,1
81,Tourism,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1108,Camping and caravan sites,Live,Service,1,1
81,Tourism,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,733,Local attractions and facilities,Live,Service,1,1
81,Tourism,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,623,Tourist information centres,Live,Service,1,1
81,Tourism,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,734,Visitor accommodation  and holidays,Live,Service,1,1
81,Tourism,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,contains,1109,Zoos and farm parks,Live,Service,1,1
76,Libraries,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,,,,,,1,0
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,438,Joining a library,Live,Service,1,1
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,437,Library facilities,Live,Service,1,1
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,443,Library fines,Live,Service,1,1
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,440,Library loan renewals,Live,Service,1,1
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1141,Library loans,Live,Service,1,1
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,441,Library reservations,Live,Service,1,1
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,446,Library sales,Live,Service,1,1
160,Library membership,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,444,Mobile libraries,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,448,Archives,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,442,Computers and IT skills,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1061,European Public Information Centre (EPIC) network,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,439,Library catalogues,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1062,Library collections,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,445,Library information services,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1063,Online library resources,Live,Service,1,1
161,Reference and research,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,447,Special library collections,Live,Service,1,1
162,School and special libraries,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,449,Children's libraries,Live,Service,1,1
162,School and special libraries,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,44,School library service loans,Live,Service,1,1
162,School and special libraries,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,41,School library service training,Live,Service,1,1
162,School and special libraries,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,45,School library visits,Live,Service,1,1
162,School and special libraries,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,865,Special needs library facilities,Live,Service,1,1
162,School and special libraries,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,1286,Teenagers' library services,Live,Service,1,1
162,School and special libraries,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,76,Libraries,Leisure and culture,Libraries,contains,893,Toy libraries,Live,Service,1,1
79,Religion and culture,Live,,2013-04-03,2013-04-03,,Function,72,Leisure and culture,Leisure and culture,,,,,,,1,0
82,"Licences, permits and permissions",Live,,2013-04-03,2013-04-03,,Function,,,,,,,,,,1,0
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,48,Child performance licences,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1296,Civil marriage and civil partnership venue licence,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,646,Club premises certificate,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1692,Early morning restrictions orders,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1357,Greyhound racing track licence,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,910,Personal alcohol and entertainment licence,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,860,Premises licence,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,842,Sports grounds safety certificate,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1256,Sports stands safety certificate,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1160,Stage hypnotism licence,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1071,Temporary event notice,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,318,Wedding venue licence,Live,Service,1,1
83,Alcohol and entertainment,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1069,Children's certificate,Discontinued,Service,1,0
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,374,Boarding animals licence,Live,Service,1,1
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,376,Dangerous animals licence,Live,Service,1,1
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,377,Dog breeding licence,Live,Service,1,1
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1077,Performing animals licence,Live,Service,1,1
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,375,Pet shop licence,Live,Service,1,1
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,696,Riding establishment licence,Live,Service,1,1
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,699,Zoo licence,Live,Service,1,1
84,Animals,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,706,Sheep and goat movement licence,Discontinued,Service,1,0
85,Building and construction,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,383,Building materials licence,Live,Service,1,1
85,Building and construction,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1655,Highway planting licence,Live,Service,1,1
85,Building and construction,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,898,Homes in multiple occupancy licence,Live,Service,1,1
85,Building and construction,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,1354,"Licence for bridges, buildings, beams and cables over or along highway",Live,Service,1,1
85,Building and construction,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,708,Pollution control - Part A(2) and Part B processes,Live,Service,1,1
85,Building and construction,Live,,2013-04-03,2013-04-03,,Function,82,"Licences, permits and permissions","Licences, permits and permissions",,contains,382,Scaffolding and hoarding licence,Live,Service,1,1
